time,CH1
   0.126000,   1.160000
   0.126250,   1.280000
   0.126500,   1.520000
   0.126750,   1.520000
   0.127000,   1.760000
   0.127250,   1.760000
   0.127500,   1.880000
   0.127750,   2.040000
   0.128000,   2.040000
   0.128250,   2.200000
   0.128500,   2.200000
   0.128750,   2.240000
   0.129000,   2.320000
   0.129250,   2.320000
   0.129500,   2.400000
   0.129750,   2.400000
   0.130000,   2.360000
   0.130250,   2.400000
   0.130500,   2.400000
   0.130750,   2.360000
   0.131000,   2.360000
   0.131250,   2.280000
   0.131500,   2.200000
   0.131750,   2.200000
   0.132000,   2.040000
   0.132250,   2.040000
   0.132500,   1.960000
   0.132750,   1.760000
   0.133000,   1.760000
   0.133250,   1.560000
   0.133500,   1.560000
   0.133750,   1.440000
   0.134000,   1.160000
   0.134250,   1.160000
   0.134500,   0.920000
   0.134750,   0.920000
   0.135000,   0.760000
   0.135250,   0.440000
   0.135500,   0.440000
   0.135750,   0.160000
   0.136000,   0.160000
   0.136250,   0.000000
   0.136500,  -0.320000
   0.136750,  -0.320000
   0.137000,  -0.640000
   0.137250,  -0.640000
   0.137500,  -0.800000
   0.137750,  -1.080000
   0.138000,  -1.080000
   0.138250,  -1.360000
   0.138500,  -1.360000
   0.138750,  -1.480000
   0.139000,  -1.720000
   0.139250,  -1.720000
   0.139500,  -1.960000
   0.139750,  -1.960000
   0.140000,  -2.080000
   0.140250,  -2.240000
   0.140500,  -2.240000
   0.140750,  -2.360000
   0.141000,  -2.360000
   0.141250,  -2.440000
   0.141500,  -2.520000
   0.141750,  -2.520000
   0.142000,  -2.560000
   0.142250,  -2.560000
   0.142500,  -2.600000
   0.142750,  -2.560000
   0.143000,  -2.560000
   0.143250,  -2.520000
   0.143500,  -2.520000
   0.143750,  -2.480000
   0.144000,  -2.400000
   0.144250,  -2.400000
   0.144500,  -2.240000
   0.144750,  -2.240000
   0.145000,  -2.160000
   0.145250,  -2.000000
   0.145500,  -2.000000
   0.145750,  -1.760000
   0.146000,  -1.760000
   0.146250,  -1.640000
   0.146500,  -1.400000
   0.146750,  -1.400000
   0.147000,  -1.120000
   0.147250,  -1.120000
   0.147500,  -0.960000
   0.147750,  -0.680000
   0.148000,  -0.680000
   0.148250,  -0.360000
   0.148500,  -0.360000
   0.148750,  -0.200000
   0.149000,   0.120000
   0.149250,   0.120000
   0.149500,   0.440000
   0.149750,   0.440000
   0.150000,   0.560000
   0.150250,   0.880000
   0.150500,   0.880000
   0.150750,   1.160000
   0.151000,   1.160000
   0.151250,   1.280000
   0.151500,   1.520000
   0.151750,   1.520000
   0.152000,   1.760000
   0.152250,   1.760000
   0.152500,   1.840000
   0.152750,   2.040000
   0.153000,   2.040000
   0.153250,   2.200000
   0.153500,   2.200000
   0.153750,   2.240000
   0.154000,   2.320000
   0.154250,   2.320000
   0.154500,   2.400000
   0.154750,   2.400000
   0.155000,   2.400000
   0.155250,   2.400000
   0.155500,   2.400000
   0.155750,   2.360000
   0.156000,   2.360000
   0.156250,   2.320000
   0.156500,   2.200000
   0.156750,   2.200000
   0.157000,   2.080000
   0.157250,   2.080000
   0.157500,   1.960000
   0.157750,   1.760000
   0.158000,   1.760000
   0.158250,   1.560000
   0.158500,   1.560000
   0.158750,   1.440000
   0.159000,   1.200000
   0.159250,   1.200000
   0.159500,   0.920000
   0.159750,   0.920000
   0.160000,   0.760000
   0.160250,   0.480000
   0.160500,   0.480000
   0.160750,   0.160000
   0.161000,   0.160000
   0.161250,   0.000000
   0.161500,  -0.320000
   0.161750,  -0.320000
   0.162000,  -0.640000
   0.162250,  -0.640000
   0.162500,  -0.800000
   0.162750,  -1.080000
   0.163000,  -1.080000
   0.163250,  -1.360000
   0.163500,  -1.360000
   0.163750,  -1.480000
   0.164000,  -1.720000
   0.164250,  -1.720000
   0.164500,  -1.960000
   0.164750,  -1.960000
   0.165000,  -2.080000
   0.165250,  -2.240000
   0.165500,  -2.240000
   0.165750,  -2.360000
   0.166000,  -2.360000
   0.166250,  -2.440000
   0.166500,  -2.520000
   0.166750,  -2.520000
   0.167000,  -2.560000
   0.167250,  -2.560000
   0.167500,  -2.600000
   0.167750,  -2.560000
   0.168000,  -2.560000
   0.168250,  -2.520000
   0.168500,  -2.520000
   0.168750,  -2.520000
   0.169000,  -2.400000
   0.169250,  -2.400000
   0.169500,  -2.240000
   0.169750,  -2.240000
   0.170000,  -2.200000
   0.170250,  -2.000000
   0.170500,  -2.000000
   0.170750,  -1.760000
   0.171000,  -1.760000
   0.171250,  -1.640000
   0.171500,  -1.400000
   0.171750,  -1.400000
   0.172000,  -1.080000
   0.172250,  -1.080000
   0.172500,  -0.960000
   0.172750,  -0.640000
   0.173000,  -0.640000
   0.173250,  -0.360000
   0.173500,  -0.360000
   0.173750,  -0.200000
   0.174000,   0.120000
   0.174250,   0.120000
   0.174500,   0.440000
   0.174750,   0.440000
   0.175000,   0.600000
   0.175250,   0.880000
   0.175500,   0.880000
   0.175750,   1.160000
   0.176000,   1.160000
   0.176250,   1.320000
   0.176500,   1.560000
   0.176750,   1.560000
   0.177000,   1.760000
   0.177250,   1.760000
   0.177500,   1.840000
   0.177750,   2.040000
   0.178000,   2.040000
   0.178250,   2.200000
   0.178500,   2.200000
   0.178750,   2.240000
   0.179000,   2.320000
   0.179250,   2.320000
   0.179500,   2.400000
   0.179750,   2.400000
   0.180000,   2.400000
   0.180250,   2.400000
   0.180500,   2.400000
   0.180750,   2.320000
   0.181000,   2.320000
   0.181250,   2.320000
   0.181500,   2.200000
   0.181750,   2.200000
   0.182000,   2.080000
   0.182250,   2.080000
   0.182500,   1.960000
   0.182750,   1.800000
   0.183000,   1.800000
   0.183250,   1.560000
   0.183500,   1.560000
   0.183750,   1.440000
   0.184000,   1.200000
   0.184250,   1.200000
   0.184500,   0.920000
   0.184750,   0.920000
   0.185000,   0.760000
   0.185250,   0.480000
   0.185500,   0.480000
   0.185750,   0.160000
   0.186000,   0.160000
   0.186250,   0.000000
   0.186500,  -0.320000
   0.186750,  -0.320000
   0.187000,  -0.600000
   0.187250,  -0.600000
   0.187500,  -0.800000
   0.187750,  -1.080000
   0.188000,  -1.080000
   0.188250,  -1.360000
   0.188500,  -1.360000
   0.188750,  -1.480000
   0.189000,  -1.720000
   0.189250,  -1.720000
   0.189500,  -1.960000
   0.189750,  -1.960000
   0.190000,  -2.040000
   0.190250,  -2.200000
   0.190500,  -2.200000
   0.190750,  -2.360000
   0.191000,  -2.360000
   0.191250,  -2.440000
   0.191500,  -2.520000
   0.191750,  -2.520000
   0.192000,  -2.560000
   0.192250,  -2.560000
   0.192500,  -2.600000
   0.192750,  -2.560000
   0.193000,  -2.560000
   0.193250,  -2.520000
   0.193500,  -2.520000
   0.193750,  -2.480000
   0.194000,  -2.400000
   0.194250,  -2.400000
   0.194500,  -2.240000
   0.194750,  -2.240000
   0.195000,  -2.160000
   0.195250,  -2.000000
   0.195500,  -2.000000
   0.195750,  -1.760000
   0.196000,  -1.760000
   0.196250,  -1.640000
   0.196500,  -1.400000
   0.196750,  -1.400000
   0.197000,  -1.120000
   0.197250,  -1.120000
   0.197500,  -0.960000
   0.197750,  -0.680000
   0.198000,  -0.680000
   0.198250,  -0.360000
   0.198500,  -0.360000
   0.198750,  -0.200000
   0.199000,   0.120000
   0.199250,   0.120000
   0.199500,   0.440000
   0.199750,   0.440000
   0.200000,   0.560000
   0.200250,   0.880000
   0.200500,   0.880000
   0.200750,   1.160000
   0.201000,   1.160000
   0.201250,   1.280000
   0.201500,   1.520000
   0.201750,   1.520000
   0.202000,   1.760000
   0.202250,   1.760000
   0.202500,   1.880000
   0.202750,   2.040000
   0.203000,   2.040000
   0.203250,   2.200000
   0.203500,   2.200000
   0.203750,   2.240000
   0.204000,   2.320000
   0.204250,   2.320000
   0.204500,   2.400000
   0.204750,   2.400000
   0.205000,   2.360000
   0.205250,   2.400000
   0.205500,   2.400000
   0.205750,   2.360000
   0.206000,   2.360000
   0.206250,   2.280000
   0.206500,   2.200000
   0.206750,   2.200000
   0.207000,   2.080000
   0.207250,   2.080000
   0.207500,   1.960000
   0.207750,   1.800000
   0.208000,   1.800000
   0.208250,   1.560000
   0.208500,   1.560000
   0.208750,   1.440000
   0.209000,   1.160000
   0.209250,   1.160000
   0.209500,   0.920000
   0.209750,   0.920000
   0.210000,   0.760000
   0.210250,   0.440000
   0.210500,   0.440000
   0.210750,   0.160000
   0.211000,   0.160000
   0.211250,   0.000000
   0.211500,  -0.320000
   0.211750,  -0.320000
   0.212000,  -0.640000
   0.212250,  -0.640000
   0.212500,  -0.800000
   0.212750,  -1.080000
   0.213000,  -1.080000
   0.213250,  -1.360000
   0.213500,  -1.360000
   0.213750,  -1.480000
   0.214000,  -1.720000
   0.214250,  -1.720000
   0.214500,  -1.960000
   0.214750,  -1.960000
   0.215000,  -2.080000
   0.215250,  -2.240000
   0.215500,  -2.240000
   0.215750,  -2.400000
   0.216000,  -2.400000
   0.216250,  -2.400000
   0.216500,  -2.520000
   0.216750,  -2.520000
   0.217000,  -2.560000
   0.217250,  -2.560000
   0.217500,  -2.600000
   0.217750,  -2.560000
   0.218000,  -2.560000
   0.218250,  -2.520000
   0.218500,  -2.520000
   0.218750,  -2.480000
   0.219000,  -2.400000
   0.219250,  -2.400000
   0.219500,  -2.240000
   0.219750,  -2.240000
   0.220000,  -2.200000
   0.220250,  -1.960000
   0.220500,  -1.960000
   0.220750,  -1.760000
   0.221000,  -1.760000
   0.221250,  -1.640000
   0.221500,  -1.400000
   0.221750,  -1.400000
   0.222000,  -1.120000
   0.222250,  -1.120000
   0.222500,  -0.960000
   0.222750,  -0.680000
   0.223000,  -0.680000
   0.223250,  -0.360000
   0.223500,  -0.360000
   0.223750,  -0.200000
   0.224000,   0.120000
   0.224250,   0.120000
   0.224500,   0.440000
   0.224750,   0.440000
   0.225000,   0.560000
   0.225250,   0.880000
   0.225500,   0.880000
   0.225750,   1.160000
   0.226000,   1.160000
   0.226250,   1.280000
   0.226500,   1.520000
   0.226750,   1.520000
   0.227000,   1.760000
   0.227250,   1.760000
   0.227500,   1.840000
   0.227750,   2.040000
   0.228000,   2.040000
   0.228250,   2.200000
   0.228500,   2.200000
   0.228750,   2.240000
   0.229000,   2.320000
   0.229250,   2.320000
   0.229500,   2.400000
   0.229750,   2.400000
   0.230000,   2.400000
   0.230250,   2.400000
   0.230500,   2.400000
   0.230750,   2.360000
   0.231000,   2.360000
   0.231250,   2.320000
   0.231500,   2.200000
   0.231750,   2.200000
   0.232000,   2.040000
   0.232250,   2.040000
   0.232500,   1.960000
   0.232750,   1.800000
   0.233000,   1.800000
   0.233250,   1.560000
   0.233500,   1.560000
   0.233750,   1.440000
   0.234000,   1.200000
   0.234250,   1.200000
   0.234500,   0.920000
   0.234750,   0.920000
   0.235000,   0.760000
   0.235250,   0.480000
   0.235500,   0.480000
   0.235750,   0.160000
   0.236000,   0.160000
   0.236250,   0.000000
   0.236500,  -0.320000
   0.236750,  -0.320000
   0.237000,  -0.640000
   0.237250,  -0.640000
   0.237500,  -0.800000
   0.237750,  -1.080000
   0.238000,  -1.080000
   0.238250,  -1.360000
   0.238500,  -1.360000
   0.238750,  -1.480000
   0.239000,  -1.720000
   0.239250,  -1.720000
   0.239500,  -1.960000
   0.239750,  -1.960000
   0.240000,  -2.080000
   0.240250,  -2.240000
   0.240500,  -2.240000
   0.240750,  -2.360000
   0.241000,  -2.360000
   0.241250,  -2.440000
   0.241500,  -2.520000
   0.241750,  -2.520000
   0.242000,  -2.560000
   0.242250,  -2.560000
   0.242500,  -2.600000
   0.242750,  -2.560000
   0.243000,  -2.560000
   0.243250,  -2.520000
   0.243500,  -2.520000
   0.243750,  -2.480000
   0.244000,  -2.400000
   0.244250,  -2.400000
   0.244500,  -2.240000
   0.244750,  -2.240000
   0.245000,  -2.160000
   0.245250,  -2.000000
   0.245500,  -2.000000
   0.245750,  -1.760000
   0.246000,  -1.760000
   0.246250,  -1.640000
   0.246500,  -1.400000
   0.246750,  -1.400000
   0.247000,  -1.080000
   0.247250,  -1.080000
   0.247500,  -0.960000
   0.247750,  -0.680000
   0.248000,  -0.680000
   0.248250,  -0.360000
   0.248500,  -0.360000
   0.248750,  -0.200000
   0.249000,   0.120000
   0.249250,   0.120000
   0.249500,   0.440000
   0.249750,   0.440000
   0.250000,   0.600000
   0.250250,   0.880000
   0.250500,   0.880000
   0.250750,   1.160000
   0.251000,   1.160000
   0.251250,   1.320000
   0.251500,   1.560000
   0.251750,   1.560000
   0.252000,   1.760000
   0.252250,   1.760000
   0.252500,   1.840000
   0.252750,   2.040000
   0.253000,   2.040000
   0.253250,   2.160000
   0.253500,   2.160000
   0.253750,   2.240000
   0.254000,   2.360000
   0.254250,   2.360000
   0.254500,   2.360000
   0.254750,   2.360000
   0.255000,   2.400000
   0.255250,   2.400000
   0.255500,   2.400000
   0.255750,   2.360000
   0.256000,   2.360000
   0.256250,   2.320000
   0.256500,   2.200000
   0.256750,   2.200000
   0.257000,   2.040000
   0.257250,   2.040000
   0.257500,   1.960000
   0.257750,   1.760000
   0.258000,   1.760000
   0.258250,   1.560000
   0.258500,   1.560000
   0.258750,   1.440000
   0.259000,   1.160000
   0.259250,   1.160000
   0.259500,   0.920000
   0.259750,   0.920000
   0.260000,   0.760000
   0.260250,   0.480000
   0.260500,   0.480000
   0.260750,   0.160000
   0.261000,   0.160000
   0.261250,   0.000000
   0.261500,  -0.320000
   0.261750,  -0.320000
   0.262000,  -0.640000
   0.262250,  -0.640000
   0.262500,  -0.800000
   0.262750,  -1.080000
   0.263000,  -1.080000
   0.263250,  -1.360000
   0.263500,  -1.360000
   0.263750,  -1.480000
   0.264000,  -1.720000
   0.264250,  -1.720000
   0.264500,  -1.960000
   0.264750,  -1.960000
   0.265000,  -2.080000
   0.265250,  -2.240000
   0.265500,  -2.240000
   0.265750,  -2.360000
   0.266000,  -2.360000
   0.266250,  -2.440000
   0.266500,  -2.520000
   0.266750,  -2.520000
   0.267000,  -2.560000
   0.267250,  -2.560000
   0.267500,  -2.600000
   0.267750,  -2.560000
   0.268000,  -2.560000
   0.268250,  -2.520000
   0.268500,  -2.520000
   0.268750,  -2.520000
   0.269000,  -2.360000
   0.269250,  -2.360000
   0.269500,  -2.240000
   0.269750,  -2.240000
   0.270000,  -2.160000
   0.270250,  -2.000000
   0.270500,  -2.000000
   0.270750,  -1.760000
   0.271000,  -1.760000
   0.271250,  -1.640000
   0.271500,  -1.400000
   0.271750,  -1.400000
   0.272000,  -1.120000
   0.272250,  -1.120000
   0.272500,  -0.960000
   0.272750,  -0.640000
   0.273000,  -0.640000
   0.273250,  -0.360000
   0.273500,  -0.360000
   0.273750,  -0.200000
   0.274000,   0.120000
   0.274250,   0.120000
   0.274500,   0.440000
   0.274750,   0.440000
   0.275000,   0.560000
   0.275250,   0.880000
   0.275500,   0.880000
   0.275750,   1.160000
   0.276000,   1.160000
   0.276250,   1.280000
   0.276500,   1.560000
   0.276750,   1.560000
   0.277000,   1.760000
   0.277250,   1.760000
   0.277500,   1.840000
   0.277750,   2.040000
   0.278000,   2.040000
   0.278250,   2.200000
   0.278500,   2.200000
   0.278750,   2.240000
   0.279000,   2.320000
   0.279250,   2.320000
   0.279500,   2.360000
