time,CH1,CH2
   0.025500,   2.480000,   3.520000
   0.025750,   2.440000,   3.520000
   0.026000,   2.400000,   3.520000
   0.026250,   2.360000,   3.520000
   0.026500,   2.320000,   3.520000
   0.026750,   2.280000,   3.520000
   0.027000,   2.200000,   3.520000
   0.027250,   2.160000,   3.520000
   0.027500,   2.080000,   3.520000
   0.027750,   2.040000,   3.520000
   0.028000,   2.000000,   3.520000
   0.028250,   1.920000,   3.520000
   0.028500,   1.880000,   3.520000
   0.028750,   1.800000,   3.520000
   0.029000,   1.760000,   3.520000
   0.029250,   1.680000,   3.520000
   0.029500,   1.600000,   3.520000
   0.029750,   1.560000,   3.520000
   0.030000,   1.520000,   3.520000
   0.030250,   1.440000,   3.520000
   0.030500,   1.360000,   3.520000
   0.030750,   1.280000,   3.520000
   0.031000,   1.240000,   3.520000
   0.031250,   1.160000,   3.520000
   0.031500,   1.080000,   3.520000
   0.031750,   1.000000,   3.520000
   0.032000,   0.960000,   3.520000
   0.032250,   0.880000,   3.520000
   0.032500,   0.800000,   3.520000
   0.032750,   0.720000,   3.520000
   0.033000,   0.680000,   3.520000
   0.033250,   0.600000,   3.520000
   0.033500,   0.520000,   3.520000
   0.033750,   0.440000,   3.520000
   0.034000,   0.360000,   3.520000
   0.034250,   0.280000,   3.520000
   0.034500,   0.240000,   3.520000
   0.034750,   0.120000,   3.520000
   0.035000,   0.080000,   3.520000
   0.035250,   0.000000,   3.520000
   0.035500,  -0.080000,   3.520000
   0.035750,  -0.160000,   3.520000
   0.036000,  -0.240000,   3.520000
   0.036250,  -0.320000,   3.520000
   0.036500,  -0.400000,   3.520000
   0.036750,  -0.440000,   3.520000
   0.037000,  -0.520000,   3.520000
   0.037250,  -0.600000,   3.520000
   0.037500,  -0.640000,   3.520000
   0.037750,  -0.720000,   3.520000
   0.038000,  -0.800000,   3.520000
   0.038250,  -0.880000,   3.520000
   0.038500,  -0.920000,   3.520000
   0.038750,  -1.000000,   3.520000
   0.039000,  -1.080000,   3.520000
   0.039250,  -1.160000,   3.520000
   0.039500,  -1.240000,   3.480000
   0.039750,  -1.280000,   3.520000
   0.040000,  -1.320000,   3.520000
   0.040250,  -1.400000,   3.520000
   0.040500,  -1.480000,   3.520000
   0.040750,  -1.520000,   3.520000
   0.041000,  -1.600000,   3.520000
   0.041250,  -1.640000,   3.520000
   0.041500,  -1.720000,   3.520000
   0.041750,  -1.760000,   3.520000
   0.042000,  -1.800000,   3.520000
   0.042250,  -1.880000,   3.520000
   0.042500,  -1.920000,   3.520000
   0.042750,  -2.000000,   3.520000
   0.043000,  -2.040000,   3.520000
   0.043250,  -2.080000,   3.520000
   0.043500,  -2.160000,   3.520000
   0.043750,  -2.200000,   3.520000
   0.044000,  -2.240000,   3.520000
   0.044250,  -2.280000,   3.520000
   0.044500,  -2.320000,   3.520000
   0.044750,  -2.360000,   3.520000
   0.045000,  -2.400000,   3.520000
   0.045250,  -2.440000,   3.520000
   0.045500,  -2.480000,   3.520000
   0.045750,  -2.520000,   3.520000
